file,name_ko,cat20,prompt
"smart-beam-01","스마트빔","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a smart beam"
"record-storage-01","레코드보관함","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a record storage"
"av-cabinet-01","AV장식장","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a av cabinet"
"mini-tv-01","미니TV","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mini tv"
"smart-tv-32-inch-01","스마트TV32인치","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a smart tv 32 inch"
"vintage-radio-01","빈티지라디오","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vintage radio"
"voice-recorder-01","보이스레코더","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a voice recorder"
"projector-ceiling-mount-01","프로젝터천장마운트","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a projector ceiling mount"
"soundbar-woofer-set-01","사운드바우퍼세트","영상·음향기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a soundbar woofer set"
"desktop-computer-01","데스크톱컴퓨터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a desktop computer"
"monitor-01","모니터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a monitor"
"dual-monitor-01","듀얼모니터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dual monitor"
"laptop-01","노트북","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a laptop"
"all-in-one-pc-01","올인원PC","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a all in one pc"
"mini-pc-01","미니PC","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mini pc"
"keyboard-01","키보드","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a keyboard"
"mouse-01","마우스","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mouse"
"printer-01","프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a printer"
"multifunction-printer-01","복합기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a multifunction printer"
"laser-printer-01","레이저프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a laser printer"
"scanner-01","스캐너","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a scanner"
"paper-shredder-01","문서세단기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a paper shredder"
"laminator-01","코팅기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a laminator"
"copy-machine-01","복사기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a copy machine"
"fax-machine-01","팩스기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fax machine"
"wifi-router-01","공유기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wifi router"
"nas-server-01","NAS서버","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a nas server"
"external-hard-drive-01","외장하드","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a external hard drive"
"ups-power-supply-01","UPS전원장치","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ups power supply"
"webcam-01","웹캠","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a webcam"
"graphic-tablet-01","그래픽태블릿","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a graphic tablet"
"tablet-pc-01","태블릿PC","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tablet pc"
"monitor-arm-01","모니터암","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a monitor arm"
"laptop-stand-01","노트북거치대","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a laptop stand"
"usb-hub-01","USB허브","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a usb hub"
"power-strip-01","멀티탭","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a power strip"
"document-scanner-01","프로젝션스캐너","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a document scanner"
"label-printer-01","라벨프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a label printer"
"receipt-printer-01","영수증프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a receipt printer"
"pos-terminal-01","포스단말기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pos terminal"
"card-reader-terminal-01","카드단말기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a card reader terminal"
"conference-speakerphone-01","회의용스피커폰","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a conference speakerphone"
"video-conference-camera-01","화상회의카메라","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a video conference camera"
"monitor-34-inch-01","대형모니터34인치","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a monitor 34 inch"
"gaming-pc-01","게이밍PC","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a gaming pc"
"server-rack-01","서버랙","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a server rack"
"industrial-printer-01","산업용프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a industrial printer"
"large-mfp-01","대형복합기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large mfp"
"binding-machine-01","제본기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a binding machine"
"business-card-scanner-01","명함스캐너","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a business card scanner"
"barcode-scanner-01","바코드스캐너","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a barcode scanner"
"time-clock-01","출퇴근기록기","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a time clock"
"archive-scanner-01","문서보관스캐너","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a archive scanner"
"photo-printer-01","미니빔프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a photo printer"
"3d-printer-01","3D프린터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a 3d printer"
"plotter-01","플로터","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a plotter"
"kiosk-01","키오스크","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kiosk"
"monitor-riser-01","모니터스탠드받침","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a monitor riser"
"laptop-cooler-01","노트북쿨러","컴퓨터·사무기기","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a laptop cooler"
"sofa-01","소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sofa"
"two-seat-sofa-01","2인소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a two seat sofa"
"three-seat-sofa-01","3인소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a three seat sofa"
"four-seat-sofa-01","4인소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a four seat sofa"
"corner-sofa-01","코너소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a corner sofa"
"recliner-01","리클라이너","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a recliner"
"sofa-bed-01","소파베드","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sofa bed"
"armchair-01","1인안락의자","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a armchair"
"stool-01","스툴","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a stool"
"living-room-table-01","거실테이블","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living room table"
"sofa-side-table-01","소파테이블","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sofa side table"
"coffee-table-01","티테이블","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a coffee table"
"console-table-01","콘솔테이블","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a console table"
"tv-stand-01","TV장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tv stand"
"living-room-cabinet-01","거실장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living room cabinet"
"display-cabinet-01","장식장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a display cabinet"
"showcase-cabinet-01","진열장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a showcase cabinet"
"art-wall-cabinet-01","아트월수납장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a art wall cabinet"
"living-room-shelf-01","거실선반","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living room shelf"
"audio-cabinet-01","오디오장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a audio cabinet"
"wall-shelf-01","벽선반","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall shelf"
"room-partition-01","파티션","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a room partition"
"bean-bag-01","빈백","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bean bag"
"carpet-01","카펫","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a carpet"
"rug-01","러그","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rug"
"living-massage-chair-01","안마의자거실","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living massage chair"
"rocking-chair-01","흔들의자","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rocking chair"
"single-recliner-01","1인용리클라이너","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a single recliner"
"living-bench-01","거실벤치","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living bench"
"magazine-rack-01","신문꽂이","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a magazine rack"
"plant-stand-01","화분받침대","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a plant stand"
"storage-bench-01","거실수납벤치","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a storage bench"
"sofa-cushion-set-01","소파쿠션세트","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sofa cushion set"
"curtain-box-01","거실커튼박스","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a curtain box"
"floor-lamp-01","장스탠드조명","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a floor lamp"
"table-lamp-01","테이블조명","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a table lamp"
"wall-mirror-01","벽걸이거울","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall mirror"
"full-length-mirror-01","전신거울","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a full length mirror"
"low-bookshelf-01","거실책장낮은","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a low bookshelf"
"utility-shelf-01","다용도선반","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a utility shelf"
"sofa-arm-tray-01","소파팔걸이트레이","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a sofa arm tray"
"living-side-table-01","거실협탁","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living side table"
"decorative-shelf-01","거실장식선반","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a decorative shelf"
"antique-console-01","엔틱콘솔","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a antique console"
"large-carpet-01","대형카펫","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large carpet"
"corner-cabinet-01","코너장식장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a corner cabinet"
"living-storage-cabinet-01","거실full수납장","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living storage cabinet"
"vintage-sofa-01","빈티지소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vintage sofa"
"fabric-sofa-01","패브릭소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fabric sofa"
"leather-sofa-01","가죽소파","거실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a leather sofa"
"bed-01","침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bed"
"single-bed-01","싱글침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a single bed"
"super-single-bed-01","슈퍼싱글침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a super single bed"
"double-bed-01","더블침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a double bed"
"queen-bed-01","퀸침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a queen bed"
"king-bed-01","킹침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a king bed"
"mattress-01","매트리스","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mattress"
"mattress-topper-01","토퍼","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mattress topper"
"bed-frame-01","침대프레임","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bed frame"
"headboard-01","헤드보드","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a headboard"
"bunk-bed-01","2층침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bunk bed"
"family-bed-01","패밀리침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a family bed"
"floor-bed-platform-01","평상","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a floor bed platform"
"stone-bed-01","돌침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a stone bed"
"clay-bed-01","흙침대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a clay bed"
"wardrobe-01","장롱","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wardrobe"
"builtin-closet-door-01","붙박이장문짝","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a builtin closet door"
"clothes-closet-01","옷장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a clothes closet"
"hanger-closet-01","행거옷장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hanger closet"
"dressroom-shelf-01","드레스룸선반","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dressroom shelf"
"dressing-table-01","화장대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dressing table"
"vanity-chair-01","화장대의자","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vanity chair"
"chest-of-drawers-01","서랍장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a chest of drawers"
"three-drawer-chest-01","3단서랍장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a three drawer chest"
"five-drawer-chest-01","5단서랍장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a five drawer chest"
"nightstand-01","협탁","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a nightstand"
"bedside-table-01","침실협탁2","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bedside table"
"bedding-cabinet-01","이불장","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bedding cabinet"
"vanity-mirror-stand-01","경대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vanity mirror stand"
"standing-mirror-cabinet-01","전신경대","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a standing mirror cabinet"
"bedroom-bench-01","침실벤치","침실가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bedroom bench"
